,,,,,,,,,,,,
Theme,Subtheme,Set #,Set Name,Age,Piece Count,Retirement Date,LEGO.com Link,,,,,"Notes: (Exclusivity, release, etc.)"
Star Wars,SMART Play,75420,SMART Play: Luke's Landspeeder,6+,215,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,SMART Play,75422,SMART Play: Yoda's Hut and Jedi Training,8+,440,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,SMART Play,75424,SMART Play: AT-ST Attack on Endor,8+,347,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,SMART Play,75425,SMART Play: Mos Eisley Cantina,8+,666,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,SMART Play,75426,SMART Play: Millennium Falcon,9+,885,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75451,Hutt Palace Sentry Droid Showdown,,415,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Helmet Collection,75458,Imperial Remnant AT-RT Driver Helmet,18+,775,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,-,75459,Imperial Lambda-class Shuttle,,961,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Upscaled Minifig,75461,Up-Scaled Darth Vader Minifigure,,1028,"Dec 31, 2027",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75419,Death Star,18+,9019,"Dec 31, 2028",US,CA,UK,AU,MX,
Star Wars,-,75444,AT-RT Attack,7+,297,"Dec 31, 2028",US,CA,UK,AU,MX,
Star Wars,Buildable Figure,75446,Grogu (Mandalorian Apprentice),10+,1200,"Dec 31, 2028",US,CA,UK,AU,MX,
Star Wars,-,75447,The Razor Crest,10+,930,"Dec 31, 2028",US,CA,UK,AU,MX,
Star Wars,Buildable Figure,75452,BB-8,10+,569,"Dec 31, 2028",US,CA,UK,AU,MX,
Star Wars,Ultimate Collector Series,75442,The Mandalorian's N-1 Starfighter,18+,1809,"Dec 31, 2028",US,CA,UK,AU,MX,
Star Wars,-,75453,Offworld Sandcrawler and Mudhorn,,1683,"Dec 31, 2028",US,CA,UK,AU,MX,
Star Wars,-,75454,Imperial Remnant AT-AT with INT-4,,1453,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,- ,42130,BMW M 1000 RR,18+,1921,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,Supercar (1:8),42143,Ferrari Daytona SP3,18+,3778,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,- ,42151,Bugatti Bolide,9+,905,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,- ,42158,NASA Mars Perseverance Rover,10+,1132,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,- ,42160,Audi RS Q e-tron,10+,914,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,- ,42161,Lamborghini Huracán Tecnica,9+,806,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,-,42164,Off-Road Race Buggy,8+,219,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,-,42167,Mack LR Electric Garbage Truck,8+,503,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,-,42211,Lunar Outpost Moon Rover Space Vehicle,10+,1082,"Jul 31, 2026",US,CA,UK,AU,MX,
Technic,-,30735,Hot Rod Car (Polybag),7+,83,"Dec 31, 2026",n/a,n/a,n/a,n/a,n/a,
Technic,-,30736,White Seaplane (Polybag),7+,82,"Dec 31, 2026",n/a,n/a,n/a,n/a,n/a,
Technic,- ,42154,2022 Ford GT,18+,1468,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42170,Kawasaki Ninja H2R,10+,643,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,Formula 1,42171,Mercedes-AMG F1 W14 E Performance,18+,1643,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42173,Koenigsegg Jesko Absolut Grey Hypercar,10+,801,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42175,Volvo FMX Truck & EC230 Electric Excavator,10+,2274,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42176,Porsche GT4 e-Performance Race Car,10+,834,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42177,Mercedes-Benz G 500 PROFESSIONAL Line,18+,2891,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,Space,42179,Planet Earth and Moon in Orbit,10+,526,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42197,Backhoe Loader,7+,104,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42198,Bush Plane,8+,333,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42199,Monster Jam DIGatron Pull-Back,7+,218,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42200,Monster Jam ThunderROARus Pull-Back,7+,232,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42201,Deep-Sea Research Submarine,9+,413,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42202,Ducati Panigale V4 S Motorcycle,18+,1603,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42203,Tipping Dump Truck,9+,462,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42204,Fast & Furious Toyota Supra MK4,9+,810,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42205,Chevrolet Corvette Stingray (Yellow),9+,732,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42208,Aston Martin Valkyrie,9+,707,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42209,Volvo L120 Electric Wheel Loader,9+,973,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42215,Volvo EC500 Hybrid ,18+,2359,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42217,Chevrolet Corvette Stingray (Blue),9+,732,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42233,Mighty Machines  - Series 1 {Random pack},,,"Dec 31, 2026",US,CA,UK,AU,MX,
Technic,-,42213,Ford Bronco SUV,9+,943,"Jul 31, 2027",US,CA,UK,AU,MX,
Technic,-,42214,Lamborghini Revuelto,10+,1135,"Jul 31, 2027",US,CA,UK,AU,MX,
Technic,-,42218,John Deere 1670H Wheeled Harvester,7+,117,"Jul 31, 2027",US,CA,UK,AU,MX,
Technic,-,42225,Yellow Motorbike,7+,151,"Jul 31, 2027",US,CA,UK,AU,MX,
Technic,Supercar (1:8),42172,McLaren P1,18+,3893,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,Formula 1,42206,Oracle Red Bull Racing RB20 F1 Car,18+,1639,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,Formula 1,42207,Ferrari SF-24 F1 Car,18+,1361,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42210,2 Fast 2 Furious Nissan Skyline GT-R (R34) Car,,,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42212,Ferrari FXX K,,,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42219,Monster Jam Grave Digger,7+,263,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42220,Monster Jam Sparkle Smash,7+,243,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42221,NASA Artemis Space Launch System Rocket,9+,632,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42222,Bugatti Chiron Pur Sport,9+,771,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42224,Porsche 911 GT3 R REXY AO Racing,11+,1313,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42241,Bugatti Chiron Pur Sport,,771,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42242,Mercedes-Benz Unimog U 5023 with Crane,,1189,"Dec 31, 2027",US,CA,UK,AU,MX,
Technic,-,42226,BMW M4 GT3 EVO,11+,747,"Jul 31, 2028",US,CA,UK,AU,MX,
Technic,-,42227,Jeep Wrangler Rubicon,10+,723,"Jul 31, 2028",US,CA,UK,AU,MX,
Technic,-,42223,1966 Ford GT40 MKII Race Car,18+,793,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,Formula 1,42228,McLaren MCL39 F1 Car,18+,1675,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,Formula 1,42228,McLaren F1,18+,1675,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,-,42229,Mitsubishi Eclipse,,827,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,-,42231,Dodge Charger R/T,18+,1516,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,-,42234,Dodge Viper GTS-R,,805,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,-,42235,Ferrari 488 Pista,,882,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,-,42236,Custom Garage Ford GT Mustang,,973,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,DC,42239,Batmobile Tumbler,,719,"Dec 31, 2028",US,CA,UK,AU,MX,
Technic,-,42240,Aston Martin Aramco AMR25 F1 Car,18+,1547,"Dec 31, 2028",US,CA,UK,AU,MX,
The Legend of Zelda,-,77092,Great Deku Tree 2-in-1,18+,2500,"Jul 31, 2026",US,CA,UK,AU,MX,
The Legend of Zelda,-,77093,Ocarina of Time - The Final Battle,18+,1003,"Dec 31, 2027",US,CA,UK,AU,MX,
Wednesday,-,76785,Thing's Apartment,10+,828,"Jul 31, 2026",US,CA,UK,AU,MX,
Wednesday,-,76784,Black Dahlia Flower,,,"Dec 31, 2026",US,CA,UK,AU,MX,
Wednesday,-,76786,Morticia's Cottage,10+,1002,"Dec 31, 2026",US,CA,UK,AU,MX,
Wicked,-,75682,Elphaba & Glinda Figures,10+,558,"Jul 31, 2026",US,CA,UK,AU,MX,
Wicked,-,75684,Welcome to Emerald City,9+,945,"Dec 31, 2026",US,CA,UK,AU,MX,
Wicked,-,75685,Emerald City Wall Art,18+,1518,"Dec 31, 2026",US,CA,UK,AU,MX,
Wicked,-,75687,Elphaba's Retreat,7+,228,"Jul 31, 2027",US,CA,UK,AU,MX,
Wicked,-,75688,Glinda's Wedding Day,8+,476,"Jul 31, 2027",US,CA,UK,AU,MX,
Wicked,-,75689,Emerald City & Kiamo Ko Castle,9+,860,"Jul 31, 2027",US,CA,UK,AU,MX,
Wicked,-,75690,Glinda & Elphaba Visit Munchkinland,9+,744,"Jul 31, 2027",US,CA,UK,AU,MX,(WW) Exclusive to TBA
Wicked,Book Nook,75691,Glinda & Elphaba Bookends,18+,1327,"Jul 31, 2027",US,CA,UK,AU,MX,(US) Target exclusive        
"Brick Tap partners with Rakuten Advertising, receiving a commission every time you make a qualified purchase using one of our links. You can find Rakuten's privacy policy here.",,,,,,,,,,,,
